Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Infraction Score,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Total Actions
Fabinho,BRA,MF,0,95,0,0,1,0,1,0,1,0.02,0.0,0,0,1,24,5,43,42,97.67,0,0,0,0,0,0,0,4,0,1,0,0,0,1,,,,
Armin Gigovic,BIH,MF,0,95,0,0,0,0,0,0,0,0.0,0.0,0,0,4,33,4,24,17,70.83,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,
Oguz Aydin,TUR,FW,0,97,0,0,0,0,0,0,0,0.0,0.0,0,0,3,24,9,46,39,84.78,3,0,0,3,67,0,0,0,2,0,0,0,0,0,,,,
Ayumu Seko,JPN,DF,0,97,0,0,0,0,0,0,0,0.0,0.0,0,0,1,3,2,50,42,84.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,,
Sebastian Tounekti,TUN,MF,0,98,0,0,0,0,0,0,0,0.0,0.0,0,0,1,33,1,18,16,88.89,3,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,
Fidel Escobar,PAN,DF,0,98,0,0,0,0,0,0,0,0.0,0.0,0,0,2,16,5,27,20,74.07,1,100,0,1,100,1,0,1,0,0,0,0,0,0,,,,
Deiver Machado,COL,DF,0,99,0,0,0,0,0,0,0,0.0,0.0,0,0,4,21,2,23,22,95.65,2,0,0,1,100,0,0,1,2,0,0,0,0,0,,,,
Wagner Pina,CPV,DF,0,99,0,0,1,0,1,0,0,0.18,0.0,0,0,4,19,2,38,30,78.95,3,33,1,2,0,0,0,1,3,1,0,0,0,1,,,,
Stepan Chaloupek,CZE,DF,0,99,0,0,0,0,0,0,0,0.0,0.0,0,0,1,22,15,22,15,68.18,0,0,0,1,0,1,100,1,0,0,0,0,0,0,,,,
Tsuyoshi Watanabe,JPN,DF,0,99,0,0,0,0,0,0,0,0.0,0.0,0,0,4,8,3,34,31,91.18,2,50,0,0,0,0,0,0,1,0,0,0,0,0,,,,
David Doudera,CZE,DF,0,100,0,0,4,0,1,3,0,0.05,0.0,0,0,1,23,0,47,34,72.34,4,25,1,3,0,0,0,0,1,0,0,0,0,0,,,,
Exequiel Palacios,ARG,MF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,1,5,1,94,89,94.68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,
Egil Selvik,NOR,GK,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,30,19,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,25.0,22.0,47.0
Ousmane Diomande,CIV,DF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,1,3,1,74,72,97.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Christopher Operi,CIV,DF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,4,20,3,78,70,89.74,1,0,1,3,33,0,0,2,0,0,0,0,0,0,,,,
Riechedly Bazoer,CUW,DF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,1,11,3,36,31,86.11,0,0,0,0,0,1,100,2,0,0,0,0,0,0,,,,
Tomas Araujo,POR,DF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,1,102,98,96.08,0,0,0,0,0,2,50,1,0,1,0,0,0,1,,,,
Mouhib Chamakh,TUN,GK,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23,16,69.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26.0,20.0,46.0
Joe Scally,USA,DF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,4,19,4,53,46,86.79,4,25,0,2,50,0,0,0,2,0,0,0,1,0,,,,
Pervis Estupinan,ECU,DF,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,2,25,3,61,55,90.16,3,0,0,3,0,0,0,3,0,0,0,0,0,0,,,,
Oussama Benbot,ALG,GK,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25,18,72.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,14.0,13.0,27.0
Nkosinathi Sibisi,RSA,DF,0,101,0,0,0,0,0,0,0,0.0,0.0,0,0,2,15,6,52,42,80.77,0,0,0,1,100,3,100,1,0,1,0,0,0,1,,,,
Zeki Amdouni,SUI,FW,0,101,0,0,1,0,0,1,0,0.0,0.0,0,0,3,49,8,11,8,72.73,0,0,3,0,0,0,0,5,4,0,0,0,0,0,,,,
Florian Grillitsch,AUT,MF,0,102,0,0,0,0,0,0,0,0.0,0.0,0,0,0,49,11,60,55,91.67,1,0,0,5,80,0,0,3,1,0,0,0,0,0,,,,
Dean Henderson,ENG,GK,0,102,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,41,32,78.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,26.0,22.0,48.0
Scott Mckenna,SCO,DF,0,102,0,0,0,0,0,0,0,0.0,0.0,0,0,3,3,3,52,49,94.23,0,0,0,1,0,1,100,0,0,0,0,0,0,0,,,,
Yunus Akgun,TUR,FW,0,103,0,0,0,0,0,0,0,0.0,0.0,0,0,3,12,4,52,41,78.85,2,50,1,2,0,0,0,2,1,1,0,0,0,1,,,,
Seko Fofana,CIV,MF,0,103,0,1,5,0,0,5,0,0.4,0.0,0,0,3,28,1,45,38,84.44,0,0,0,2,0,0,0,1,0,1,0,0,0,1,,,,
Ryan Thomas,NZL,MF,0,103,0,0,0,0,0,0,0,0.0,0.0,0,0,2,50,7,25,18,72.0,1,0,0,2,0,0,0,3,3,0,0,0,0,0,,,,
Ehsan Hajisafi,IRN,DF,0,104,0,0,1,0,0,1,0,0.08,0.0,0,0,1,27,2,20,11,55.0,2,0,1,2,0,1,100,2,1,1,0,0,0,1,,,,
Mohammad Ghorbani,IRN,MF,0,104,0,0,2,0,1,1,0,0.18,0.0,0,0,5,23,3,19,16,84.21,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,
Nawaf Bu Washl,KSA,DF,0,104,0,0,0,0,0,0,0,0.0,0.0,0,0,3,27,4,46,35,76.09,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Ozan Kabak,TUR,DF,0,104,0,0,0,0,0,0,0,0.0,0.0,0,0,3,10,7,36,26,72.22,0,0,2,2,0,0,0,3,0,0,0,0,0,0,,,,
Mark Mckenzie,USA,DF,0,104,0,0,0,0,0,0,0,0.0,0.0,0,0,2,9,1,51,47,92.16,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Miles Robinson,USA,DF,0,104,0,0,1,0,1,0,1,0.06,0.0,0,0,6,11,5,58,54,93.1,0,0,0,0,0,1,100,2,0,0,0,0,0,0,,,,
Matt Turner,USA,GK,0,104,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,33,24,72.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,21.0,17.0,38.0
Frans Putros,IRQ,DF,0,105,0,0,0,0,0,0,0,0.0,0.0,0,0,1,26,5,28,26,92.86,1,0,0,2,100,1,100,2,0,0,0,0,0,0,,,,
Utkir Yusupov,UZB,GK,0,105,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,29,17,58.62,0,0,0,2,0,1,100,0,1,0,0,0,0,0,1.0,27.0,21.0,48.0
Yusuf Abdurisag,QAT,FW,0,105,0,0,0,0,0,0,0,0.0,0.0,0,0,8,60,8,14,9,64.29,0,0,1,3,0,0,0,1,2,0,0,0,0,0,,,,
Saleh Hardani,IRN,DF,0,107,0,0,0,0,0,0,0,0.0,0.0,0,0,5,46,6,29,21,72.41,1,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,
Carney Chukwuemeka,AUT,MF,0,108,0,1,2,0,2,0,0,0.56,0.0,0,0,7,51,4,30,25,83.33,0,0,1,0,0,0,0,2,2,0,0,0,0,0,,,,
Shahriyar Moghanloo,IRN,FW,0,108,0,0,3,0,2,1,1,0.51,0.0,0,0,6,52,4,25,15,60.0,2,0,0,2,50,1,0,1,1,0,0,0,1,0,,,,
Jhon Cordoba,COL,FW,0,108,0,1,2,0,2,0,1,0.32,0.0,0,0,2,23,2,12,9,75.0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,,,,
Jakhongir Urozov,UZB,DF,0,112,0,0,0,0,0,0,0,0.0,0.0,0,0,2,9,5,45,31,68.89,0,0,0,1,100,2,100,0,0,0,0,0,0,0,,,,
Ben Old,NZL,MF,0,112,0,0,0,0,0,0,0,0.0,0.0,0,0,2,28,4,33,25,75.76,1,0,1,2,0,0,0,0,1,0,0,0,0,0,,,,
Karim Boudiaf,QAT,MF,0,114,0,0,1,0,0,1,0,0.02,0.0,0,0,2,29,3,69,65,94.2,0,0,0,4,50,0,0,0,2,0,0,0,0,0,,,,
Ryan Christie,SCO,MF,0,114,0,0,2,0,1,1,0,0.15,0.0,0,0,3,52,8,35,29,82.86,1,100,0,1,100,0,0,2,1,1,0,0,0,1,,,,
Daniel Svensson,SWE,DF,0,114,0,0,1,0,0,1,0,0.01,0.0,1,0,8,24,3,46,38,82.61,2,50,0,3,33,0,0,0,0,0,0,0,1,0,,,,
Anis Hadj Moussa,ALG,FW,0,114,0,1,2,0,2,0,0,0.15,0.0,5,0,3,34,1,36,25,69.44,4,50,8,5,60,1,100,0,2,0,0,0,0,0,,,,
Marco Pasalic,CRO,FW,0,114,0,2,3,0,3,0,0,0.52,0.0,1,0,5,40,7,37,23,62.16,12,8,8,9,89,2,50,0,2,0,0,0,2,0,,,,
Miro Muheim,SUI,DF,0,115,0,0,0,0,0,0,0,0.0,0.0,0,1,3,16,1,40,31,77.5,3,0,0,5,20,0,0,1,3,1,0,0,0,1,,,,
Kieran Tierney,SCO,DF,0,115,0,0,2,0,2,0,0,0.06,0.0,0,0,12,31,6,48,36,75.0,7,43,0,1,100,2,50,3,2,0,0,0,0,0,,,,
Nicolas De La Cruz,URU,MF,0,115,0,2,4,0,1,3,0,0.11,0.0,4,0,7,36,6,55,45,81.82,4,50,0,7,43,4,100,2,3,1,0,0,0,1,,,,
Gustavo Caballero,PAR,MF,0,117,0,1,1,0,1,0,1,0.07,0.0,0,0,2,36,8,8,5,62.5,0,0,1,1,0,0,0,2,2,0,0,0,1,0,,,,
Jorgen Strand Larsen,NOR,FW,0,117,0,1,2,0,2,0,0,0.85,0.0,0,0,8,56,4,24,18,75.0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,,,,
Santiago Gimenez,MEX,FW,0,117,0,1,2,0,2,0,0,0.34,0.0,0,0,3,27,3,13,7,53.85,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,,,
Tyler Bindon,NZL,DF,0,120,0,1,2,0,2,0,1,0.33,0.0,0,0,4,13,4,68,49,72.06,0,0,1,6,33,2,50,2,1,0,0,0,0,0,,,,
Lee Taeseok,KOR,DF,0,120,0,0,0,0,0,0,0,0.0,0.0,0,0,4,25,5,45,39,86.67,9,33,1,4,75,1,100,3,1,0,0,0,0,0,,,,
Salih Ozcan,TUR,MF,0,120,0,0,0,0,0,0,0,0.0,0.0,0,0,5,33,12,61,52,85.25,1,0,0,3,33,2,100,2,2,0,0,0,0,0,,,,
Dostonbek Khamdamov,UZB,MF,0,120,0,0,2,0,1,1,1,0.08,0.0,2,0,9,74,6,34,29,85.29,5,60,1,1,0,0,0,1,0,0,0,0,1,0,,,,
Joao Paulo,CPV,MF,0,121,0,0,2,0,1,1,1,0.08,0.0,1,0,5,25,4,62,52,83.87,5,0,1,6,67,0,0,0,4,0,0,0,0,0,,,,
Samir El Mourabet,MAR,MF,0,121,0,0,0,0,0,0,0,0.0,0.0,1,0,6,33,5,110,100,90.91,1,0,1,4,50,1,100,0,1,0,0,0,0,0,,,,
Leon Goretzka,GER,MF,0,122,0,0,2,0,2,0,1,0.19,0.0,0,0,3,20,2,30,23,76.67,1,0,0,1,100,1,0,0,0,0,0,0,0,0,,,,
Hwang Heechan,KOR,MF,0,123,0,0,1,0,0,1,0,0.01,0.0,0,0,3,25,3,47,40,85.11,1,0,2,3,100,1,100,1,2,0,0,0,0,0,,,,
David Raum,GER,DF,0,123,0,1,1,0,1,0,0,0.04,0.0,2,0,18,29,8,52,44,84.62,14,21,1,4,50,1,0,2,0,0,0,0,0,0,,,,
Elias Saad,TUN,FW,0,124,0,0,1,0,0,1,0,0.06,0.0,1,0,6,53,3,29,22,75.86,2,0,1,1,100,0,0,1,3,0,0,0,1,0,,,,
Jaouen Hadjam,ALG,DF,0,125,0,0,1,0,0,1,0,0.02,0.0,0,0,8,19,5,67,56,83.58,0,0,5,1,0,0,0,0,0,0,0,0,0,0,,,,
Lee Jaesung,KOR,MF,0,125,0,1,2,0,2,0,1,0.14,0.0,0,0,10,46,6,59,46,77.97,1,0,0,2,100,1,0,1,4,0,0,0,1,0,,,,
Igor Matanovic,CRO,FW,0,125,0,2,4,0,3,1,2,0.12,0.0,0,0,6,49,10,14,11,78.57,0,0,2,0,0,0,0,4,3,0,0,0,1,0,,,,
Jacob Shaffelburg,CAN,MF,0,126,0,0,3,0,2,1,0,0.09,0.0,0,0,5,22,6,41,37,90.24,19,16,0,6,50,0,0,2,1,0,0,0,0,0,,,,
Ramiz Zerrouki,ALG,MF,0,126,0,0,0,0,0,0,0,0.0,0.0,0,0,4,23,5,105,97,92.38,0,0,0,2,100,5,100,4,0,1,0,0,0,1,,,,
Marcos Senesi,ARG,DF,0,126,0,0,2,0,2,0,1,0.84,0.0,0,0,0,4,3,79,75,94.94,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,,,
Zaid Ismael,IRQ,MF,0,126,0,0,0,0,0,0,0,0.0,0.0,0,0,3,52,17,71,63,88.73,0,0,1,0,0,1,0,2,0,0,0,0,0,0,,,,
Amadou Onana,BEL,MF,0,127,0,0,2,0,0,2,0,0.07,0.0,0,0,25,26,9,64,57,89.06,0,0,1,1,100,0,0,1,3,0,0,0,0,0,,,,
Elye Wahi,CIV,FW,0,127,0,2,3,0,3,0,0,0.48,0.0,0,0,5,60,3,21,15,71.43,1,0,0,3,33,0,0,0,0,0,0,0,0,0,,,,
Warren Zaire Emery,FRA,MF,0,128,0,0,1,0,0,1,0,0.04,0.0,0,0,2,49,14,70,66,94.29,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,
Louicius Deedson,HAI,FW,0,129,0,0,2,0,1,1,0,0.05,0.0,1,0,3,30,4,15,13,86.67,5,20,5,5,60,0,0,3,1,0,0,0,1,0,,,,
Jayden Adams,RSA,MF,0,130,0,0,0,0,0,0,0,0.0,0.0,0,0,2,43,2,44,40,90.91,0,0,0,2,50,2,100,0,0,0,0,0,0,0,,,,
Mert Muldur,TUR,DF,0,132,0,0,3,0,3,0,3,0.22,0.0,0,0,1,10,5,81,72,88.89,6,17,0,4,100,0,0,1,2,0,0,0,0,0,,,,
Bernardo Silva,POR,MF,0,133,0,0,1,0,1,0,1,0.22,0.0,1,0,5,37,6,59,55,93.22,0,0,1,0,0,0,0,3,0,2,0,0,0,2,,,,
Eren Elmali,TUR,DF,0,134,0,0,0,0,0,0,0,0.0,0.0,0,0,4,26,3,59,52,88.14,4,25,2,1,100,1,100,2,1,1,0,0,0,1,,,,
Homam Ahmed,QAT,DF,0,134,0,0,1,0,0,1,0,0.0,0.0,0,0,3,45,6,33,25,75.76,3,33,1,2,50,0,0,4,0,0,1,0,0,3,,,,
Lenny Joseph,HAI,FW,0,134,0,0,2,0,2,0,0,0.33,0.0,0,0,4,43,5,20,13,65.0,0,0,5,3,33,1,100,6,1,0,0,0,0,0,,,,
Ahmed Qasem,IRQ,FW,0,135,0,0,0,0,0,0,0,0.0,0.0,0,0,3,81,6,16,13,81.25,1,0,0,1,100,0,0,0,1,0,0,0,0,0,,,,
Kamaldeen Sulemana,GHA,FW,0,136,0,0,1,0,0,1,0,0.01,0.0,0,0,3,62,8,31,27,87.1,4,75,4,4,75,3,100,2,1,0,0,0,1,0,,,,
Angelo Preciado,ECU,DF,0,137,0,0,0,0,0,0,0,0.0,0.0,0,0,4,29,3,47,32,68.09,8,13,1,5,20,1,100,0,1,0,0,0,0,0,,,,
Lukas Provod,CZE,MF,0,137,0,0,1,0,0,1,0,0.05,0.0,0,0,9,49,5,48,37,77.08,2,50,1,3,100,0,0,2,1,0,0,0,1,0,,,,
Inaki Williams,GHA,FW,0,140,0,0,3,0,1,2,0,0.06,0.0,0,0,3,43,3,23,15,65.22,4,25,1,3,67,0,0,2,1,1,0,0,1,1,,,,
Assim Madibo,QAT,MF,0,140,0,0,0,0,0,0,0,0.0,0.0,0,0,2,51,7,33,27,81.82,0,0,1,1,0,0,0,2,1,0,1,0,0,3,,,,
Azizjon Ganiev,UZB,MF,0,140,0,0,1,0,0,1,0,0.01,0.0,1,0,6,79,11,59,48,81.36,6,0,1,3,0,1,100,2,1,0,0,0,0,0,,,,
Ismael Gharbi,TUN,MF,0,142,0,0,3,0,2,1,0,0.26,0.0,1,0,3,62,9,36,35,97.22,1,0,1,0,0,0,0,0,2,0,0,0,0,0,,,,
Jaroslav Zeleny,CZE,DF,0,142,0,0,1,0,1,0,1,0.02,0.0,0,0,6,36,3,47,35,74.47,2,50,1,1,0,0,0,0,2,0,0,0,0,0,,,,
Hicham Boudaoui,ALG,MF,0,143,0,0,0,0,0,0,0,0.0,0.0,0,0,6,54,8,86,83,96.51,0,0,1,4,75,1,100,4,1,1,0,0,0,1,,,,
Malo Gusto,FRA,DF,0,143,0,0,0,0,0,0,0,0.0,0.0,0,0,4,31,13,76,69,90.79,3,33,0,0,0,1,100,4,2,0,0,0,0,0,,,,
Raphinha,BRA,FW,0,143,0,2,3,0,1,2,0,0.34,0.0,7,0,10,59,7,44,30,68.18,10,30,2,4,25,0,0,1,2,0,0,0,2,0,,,,
Kerem Akturkoglu,TUR,FW,0,143,0,1,3,0,2,1,0,0.59,0.0,0,0,10,38,2,15,9,60.0,2,50,0,0,0,0,0,0,2,0,0,0,0,0,,,,
Kenny Mclean,SCO,MF,0,144,0,0,1,0,0,1,0,0.01,0.0,0,0,4,31,6,63,56,88.89,2,50,1,2,100,0,0,1,1,1,0,0,0,1,,,,
Ali Jasim,IRQ,FW,0,144,0,1,4,0,0,4,0,0.11,0.0,3,0,27,58,8,36,29,80.56,5,0,1,4,75,1,100,1,0,0,0,0,0,0,,,,
Teun Koopmeiners,NED,MF,0,145,0,0,2,0,2,0,1,0.11,0.0,3,0,8,44,9,63,54,85.71,4,50,0,2,50,2,100,3,0,0,0,0,0,0,,,,
Endrick,BRA,FW,0,146,0,0,3,0,2,1,0,0.68,0.0,0,0,3,53,5,20,16,80.0,1,0,1,4,25,0,0,1,1,0,0,0,1,0,,,,
Jesper Karlstrom,SWE,MF,0,147,0,0,1,0,1,0,0,0.05,0.0,0,0,7,38,7,37,31,83.78,0,0,1,2,50,0,0,3,0,0,0,0,0,0,,,,
Niko Sigur,CAN,DF,0,147,0,0,1,0,0,1,0,0.04,0.0,0,0,4,39,9,64,52,81.25,4,25,0,8,63,1,100,5,1,1,0,0,0,1,,,,
Jovane Cabral,CPV,MF,0,148,0,0,2,0,0,2,0,0.05,0.0,0,0,14,86,7,34,27,79.41,1,0,3,2,50,0,0,1,2,0,0,0,0,0,,,,
Ahmed Basil,IRQ,GK,0,149,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,71,42,59.15,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3.0,43.0,36.0,79.0
Benjamin Nygren,SWE,MF,0,149,0,0,1,0,0,1,0,0.03,0.0,3,0,4,71,13,50,46,92.0,6,33,2,4,50,0,0,3,0,0,0,0,0,0,,,,
Cameron Burgess,AUS,DF,0,152,0,0,0,0,0,0,0,0.0,0.0,0,1,2,14,9,56,45,80.36,0,0,0,2,50,1,0,0,0,0,0,0,0,0,,,,
Tomas Soucek,CZE,MF,0,152,0,0,1,0,1,0,0,0.12,0.0,0,0,4,42,5,44,35,79.55,0,0,0,2,50,0,0,3,1,0,0,0,2,0,,,,
Mahmoud Almardi,JOR,FW,0,152,0,1,1,0,1,0,0,0.02,0.0,1,0,6,90,16,39,32,82.05,7,14,3,5,60,0,0,4,2,0,0,0,0,0,,,,
Ismail Yuksek,TUR,MF,0,153,0,0,5,0,3,2,1,0.32,0.0,0,0,16,34,13,111,104,93.69,1,0,3,2,50,2,100,2,0,0,0,0,0,0,,,,
Mohammed Abu Alshamat,KSA,DF,0,153,0,1,1,0,1,0,0,0.02,0.0,0,0,10,67,16,64,51,79.69,3,0,0,4,25,1,0,2,1,0,0,0,0,0,,,,
Hossein Kanani,IRN,DF,0,154,0,1,1,0,1,0,0,0.02,0.0,0,0,2,17,5,34,33,97.06,0,0,0,0,0,3,67,1,0,1,0,0,0,1,,,,
Jalal Hassan,IRQ,GK,0,154,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,51,33,64.71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,51.0,45.0,96.0
Lawrence Ati Zigi,GHA,GK,0,155,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,52,39,75.0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,8.0,31.0,30.0,61.0
Khojiakbar Alijonov,UZB,DF,0,155,0,0,0,0,0,0,0,0.0,0.0,0,0,4,76,11,41,27,65.85,4,0,3,2,0,1,0,2,1,0,0,0,0,0,,,,
Willy Semedo,CPV,MF,0,156,0,0,3,0,2,1,0,0.06,0.0,0,0,6,57,6,33,30,90.91,2,0,1,1,0,0,0,4,2,0,0,0,0,0,,,,
Mario Pasalic,CRO,MF,0,158,0,1,4,0,1,3,1,0.36,0.0,0,0,7,23,8,50,45,90.0,0,0,0,1,100,0,0,2,0,0,0,0,1,0,,,,
Che Adams,SCO,FW,0,160,0,1,1,0,1,0,0,0.15,0.0,0,0,6,73,4,19,12,63.16,0,0,0,2,0,0,0,4,2,0,0,0,0,0,,,,
Phillip Mwene,AUT,DF,0,160,0,0,1,0,1,0,0,0.0,0.0,0,0,3,32,8,64,56,87.5,6,0,0,2,50,0,0,1,1,0,0,0,0,0,,,,
Ismael Kone,CAN,MF,0,160,0,0,2,0,1,1,0,0.04,0.0,0,0,8,25,5,108,93,86.11,2,0,2,0,0,0,0,1,3,0,0,0,0,0,,,,
Rani Khedira,TUN,MF,0,162,0,0,1,0,0,1,0,0.06,0.0,0,0,6,49,10,30,25,83.33,1,0,0,2,50,0,0,3,0,1,0,0,0,1,,,,
Abdul Fatawu,GHA,FW,0,163,0,0,3,0,1,2,0,0.1,0.0,2,0,11,50,5,22,18,81.82,7,14,7,8,50,1,100,1,8,1,0,0,0,1,,,,
Ahmed Fathy,QAT,MF,0,163,0,0,0,0,0,0,0,0.0,0.0,0,0,10,73,10,65,59,90.77,0,0,0,2,0,1,100,2,1,2,0,0,0,2,,,,
Nathanael Mbuku,COD,MF,0,163,0,2,3,0,0,3,0,0.13,0.0,5,0,6,67,8,45,35,77.78,14,21,4,6,83,0,0,4,8,1,0,0,0,1,,,,
Francisco Conceicao,POR,FW,0,163,0,0,2,0,2,0,0,0.17,0.0,0,0,9,35,4,73,65,89.04,5,40,4,7,86,0,0,1,1,0,0,0,1,0,,,,
Odeh Fakhoury,JOR,FW,0,163,0,1,2,0,0,2,0,0.08,0.0,2,0,7,99,5,21,17,80.95,1,0,1,0,0,1,100,2,4,0,0,0,1,0,,,,
Nelson Semedo,POR,DF,0,164,0,0,0,0,0,0,0,0.0,0.0,0,0,6,31,3,91,84,92.31,5,0,3,3,0,0,0,2,2,1,0,0,0,1,,,,
Zaid Tahseen,IRQ,DF,0,165,0,0,2,0,1,1,1,0.21,0.0,0,0,1,6,2,64,53,82.81,0,0,0,3,0,1,100,3,2,1,0,0,0,1,,,,
Elisha Owusu,GHA,MF,0,166,0,0,0,0,0,0,0,0.0,0.0,0,0,5,55,10,58,50,86.21,4,25,2,1,0,0,0,2,0,0,0,0,0,0,,,,
Jassem Gaber,QAT,DF,0,166,0,0,0,0,0,0,0,0.0,0.0,0,0,13,85,14,32,25,78.12,0,0,0,1,100,1,100,7,0,1,0,0,0,1,,,,
Sultan Albrake,QAT,DF,0,167,0,0,0,0,0,0,0,0.0,0.0,0,0,2,50,4,42,33,78.57,3,33,0,3,0,1,100,2,0,0,0,0,0,0,,,,
Musab Aljuwayr,KSA,MF,0,167,0,0,0,0,0,0,0,0.0,0.0,7,0,5,107,8,79,64,81.01,7,43,1,7,43,0,0,1,1,0,0,0,2,0,,,,
Frantzdy Pierrot,HAI,FW,0,168,0,1,3,0,3,0,1,0.25,0.0,0,0,3,41,3,17,13,76.47,0,0,0,0,0,0,0,5,4,1,0,0,2,1,,,,
Rayan Cherki,FRA,MF,0,169,0,1,1,0,0,1,0,0.08,0.0,2,0,11,119,10,104,89,85.58,3,0,1,10,60,1,100,2,2,0,0,0,0,0,,,,
Tomas Holes,CZE,DF,0,169,0,0,0,0,0,0,0,0.0,0.0,0,0,8,37,7,66,55,83.33,0,0,1,1,0,3,100,2,2,0,0,0,0,0,,,,
Gabriel Avalos,PAR,FW,0,170,0,0,1,0,1,0,0,0.05,0.0,0,0,5,46,5,23,12,52.17,0,0,0,4,25,0,0,1,2,0,0,0,0,0,,,,
Ayoub Aloui,QAT,DF,0,170,0,0,0,0,0,0,0,0.0,0.0,0,0,2,38,5,28,11,39.29,1,0,0,4,0,0,0,1,0,0,0,0,0,0,,,,
Carlens Arcus,HAI,DF,0,171,0,0,0,0,0,0,0,0.0,0.0,0,0,12,34,11,61,54,88.52,2,50,0,1,0,0,0,5,3,1,0,0,2,1,,,,
Adam Hlozek,CZE,FW,0,172,0,1,3,0,2,1,0,0.31,0.0,0,0,6,92,7,26,18,69.23,1,100,3,1,100,0,0,4,4,0,0,0,0,0,,,,
Lukas Cerv,CZE,MF,0,172,0,2,3,0,1,2,0,0.06,0.0,0,0,6,27,11,42,36,85.71,1,0,1,2,0,1,100,3,3,0,0,0,0,0,,,,
Edouard Mendy,SEN,GK,0,172,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,60,49,81.67,0,0,0,0,0,1,100,0,0,0,0,0,0,0,8.0,34.0,25.0,59.0
Zeki Celik,TUR,DF,0,173,0,1,1,0,1,0,0,0.1,0.0,1,0,5,35,9,79,70,88.61,1,0,0,1,100,1,100,1,0,0,0,0,0,0,,,,
Callum Mccowatt,NZL,MF,0,173,0,3,4,0,3,1,1,0.21,0.0,0,0,9,55,11,93,78,83.87,2,0,1,3,33,0,0,4,1,1,0,0,0,1,,,,
Hussein Ali,IRQ,DF,0,174,0,0,1,0,1,0,0,0.01,0.0,0,0,9,20,3,40,32,80.0,2,0,0,2,100,0,0,1,0,0,0,0,1,0,,,,
Sofyan Amrabat,MAR,MF,0,175,0,0,0,0,0,0,0,0.0,0.0,0,0,10,49,16,106,98,92.45,0,0,0,3,67,2,100,4,2,0,0,0,0,0,,,,
Richard Rios,COL,MF,0,175,0,1,5,0,2,3,1,0.37,0.0,0,0,4,55,24,56,47,83.93,2,0,3,1,100,1,100,10,4,1,0,0,0,1,,,,
Jose Fajardo,PAN,FW,0,176,0,0,1,0,1,0,1,0.25,0.0,0,0,18,99,19,18,11,61.11,0,0,0,1,100,0,0,4,3,1,0,0,1,1,,,,
